A solution is made by dissolving 17.644 g of napthalene (128.17 g/mol)  in 450.0 g of benzene (T<sub>b</sub> =   80.1 <sup>o</sup>C and K<sub>b</sub> =  2.530 <sup>o</sup>C/m) What is the boiling point of the solution?,   80.9 <sup>o</sup>C,   79.3 <sup>o</sup>C,   80.1 <sup>o</sup>C,   -0.8 <sup>o</sup>C,    0.8 <sup>o</sup>C
A solution is made by dissolving 16.306 g of xylene (106.16 g/mol)  in 300.0 g of phenol (T<sub>f</sub> =   40.5 <sup>o</sup>C and K<sub>f</sub> =  7.270 <sup>o</sup>C/m) What is the freezing point of the solution?,   38.0 <sup>o</sup>C,   38.0 <sup>o</sup>C,   40.5 <sup>o</sup>C,    2.5 <sup>o</sup>C,   -2.5 <sup>o</sup>C
A solution is made by dissolving 18.778 g of acetone ( 58.08 g/mol)  in 600.0 g of phenol (T<sub>f</sub> =   40.5 <sup>o</sup>C and K<sub>f</sub> =  7.270 <sup>o</sup>C/m) What is the freezing point of the solution?,   39.1 <sup>o</sup>C,   39.1 <sup>o</sup>C,   40.5 <sup>o</sup>C,    1.4 <sup>o</sup>C,   -1.4 <sup>o</sup>C
A solution is made by dissolving 17.379 g of 3-penanone ( 86.13 g/mol)  in 450.0 g of phenol (T<sub>f</sub> =   40.5 <sup>o</sup>C and K<sub>f</sub> =  7.270 <sup>o</sup>C/m) What is the freezing point of the solution?,   38.7 <sup>o</sup>C,   38.7 <sup>o</sup>C,   40.5 <sup>o</sup>C,    1.8 <sup>o</sup>C,   -1.8 <sup>o</sup>C
A solution is made by dissolving 19.974 g of 2-pentanal ( 88.15 g/mol)  in 300.0 g of phenol (T<sub>f</sub> =   40.5 <sup>o</sup>C and K<sub>f</sub> =  7.270 <sup>o</sup>C/m) What is the freezing point of the solution?,   37.4 <sup>o</sup>C,   37.4 <sup>o</sup>C,   40.5 <sup>o</sup>C,    3.1 <sup>o</sup>C,   -3.1 <sup>o</sup>C
15.962 g of napthalene (128.171 g/mol) are disolved in 300.0 g of acetone (300.000 g/mol; p<sup>o</sup> = 181.7 Torr) What is the vapor pressure of acetone over the solution?, 177.42 Torr,   4.28 Torr,  88.71 Torr, 294.62 Torr, 181.70 Torr
17.562 g of biphenyl (154.210 g/mol) are disolved in 150.0 g of acetone (150.000 g/mol; p<sup>o</sup> = 181.7 Torr) What is the vapor pressure of acetone over the solution?, 174.03 Torr,   7.67 Torr,  87.01 Torr, 291.23 Torr, 181.70 Torr
15.383 g of anthracene (178.230 g/mol) are disolved in 450.0 g of acetone (450.000 g/mol; p<sup>o</sup> = 181.7 Torr) What is the vapor pressure of acetone over the solution?, 179.70 Torr,   2.00 Torr,  89.85 Torr, 296.90 Torr, 181.70 Torr
18.517 g of benzophenone (182.217 g/mol) are disolved in 450.0 g of acetone (450.000 g/mol; p<sup>o</sup> = 181.7 Torr) What is the vapor pressure of acetone over the solution?, 179.35 Torr,   2.35 Torr,  89.67 Torr, 296.55 Torr, 181.70 Torr
15.420 g of bromobenzene (157.010 g/mol) are disolved in 450.0 g of acetone (450.000 g/mol; p<sup>o</sup> = 181.7 Torr) What is the vapor pressure of acetone over the solution?, 179.43 Torr,   2.27 Torr,  89.71 Torr, 296.63 Torr, 181.70 Torr
13.822 g of toluene ( 92.140 g/mol) are disolved in 450.0 g of acetone (450.000 g/mol; p<sup>o</sup> = 181.7 Torr) What is the vapor pressure of acetone over the solution?, 178.25 Torr,   3.45 Torr,  89.12 Torr, 295.45 Torr, 181.70 Torr
15.919 g of xylene (106.160 g/mol) are disolved in 450.0 g of acetone (450.000 g/mol; p<sup>o</sup> = 181.7 Torr) What is the vapor pressure of acetone over the solution?, 178.25 Torr,   3.45 Torr,  89.13 Torr, 295.45 Torr, 181.70 Torr
19.093 g of acetone ( 58.080 g/mol) are disolved in 300.0 g of acetone (300.000 g/mol; p<sup>o</sup> = 181.7 Torr) What is the vapor pressure of acetone over the solution?, 170.83 Torr,  10.87 Torr,  85.41 Torr, 288.03 Torr, 181.70 Torr
14.420 g of 3-penanone ( 86.130 g/mol) are disolved in 300.0 g of acetone (300.000 g/mol; p<sup>o</sup> = 181.7 Torr) What is the vapor pressure of acetone over the solution?, 176.00 Torr,   5.70 Torr,  88.00 Torr, 293.20 Torr, 181.70 Torr
13.202 g of 2-pentanal ( 88.148 g/mol) are disolved in 450.0 g of acetone (450.000 g/mol; p<sup>o</sup> = 181.7 Torr) What is the vapor pressure of acetone over the solution?, 178.25 Torr,   3.45 Torr,  89.13 Torr, 295.45 Torr, 181.70 Torr
13.786 g of napthalene (128.171 g/mol) are disolved in 450.0 g of ethanol (450.000 g/mol; p<sup>o</sup> =  44.6 Torr) What is the vapor pressure of ethanol over the solution?,  44.11 Torr,   0.49 Torr,  22.06 Torr, 161.31 Torr,  44.60 Torr
14.908 g of biphenyl (154.210 g/mol) are disolved in 600.0 g of ethanol (600.000 g/mol; p<sup>o</sup> =  44.6 Torr) What is the vapor pressure of ethanol over the solution?,  44.27 Torr,   0.33 Torr,  22.14 Torr, 161.47 Torr,  44.60 Torr
15.824 g of anthracene (178.230 g/mol) are disolved in 150.0 g of ethanol (150.000 g/mol; p<sup>o</sup> =  44.6 Torr) What is the vapor pressure of ethanol over the solution?,  43.42 Torr,   1.18 Torr,  21.71 Torr, 160.62 Torr,  44.60 Torr
17.472 g of benzophenone (182.217 g/mol) are disolved in 450.0 g of ethanol (450.000 g/mol; p<sup>o</sup> =  44.6 Torr) What is the vapor pressure of ethanol over the solution?,  44.17 Torr,   0.43 Torr,  22.08 Torr, 161.37 Torr,  44.60 Torr
16.911 g of bromobenzene (157.010 g/mol) are disolved in 600.0 g of ethanol (600.000 g/mol; p<sup>o</sup> =  44.6 Torr) What is the vapor pressure of ethanol over the solution?,  44.23 Torr,   0.37 Torr,  22.12 Torr, 161.43 Torr,  44.60 Torr
13.294 g of toluene ( 92.140 g/mol) are disolved in 600.0 g of ethanol (600.000 g/mol; p<sup>o</sup> =  44.6 Torr) What is the vapor pressure of ethanol over the solution?,  44.11 Torr,   0.49 Torr,  22.06 Torr, 161.31 Torr,  44.60 Torr
13.621 g of xylene (106.160 g/mol) are disolved in 600.0 g of ethanol (600.000 g/mol; p<sup>o</sup> =  44.6 Torr) What is the vapor pressure of ethanol over the solution?,  44.16 Torr,   0.44 Torr,  22.08 Torr, 161.36 Torr,  44.60 Torr
12.527 g of acetone ( 58.080 g/mol) are disolved in 150.0 g of ethanol (150.000 g/mol; p<sup>o</sup> =  44.6 Torr) What is the vapor pressure of ethanol over the solution?,  41.83 Torr,   2.77 Torr,  20.91 Torr, 159.03 Torr,  44.60 Torr
18.346 g of 3-penanone ( 86.130 g/mol) are disolved in 300.0 g of ethanol (300.000 g/mol; p<sup>o</sup> =  44.6 Torr) What is the vapor pressure of ethanol over the solution?,  43.19 Torr,   1.41 Torr,  21.59 Torr, 160.39 Torr,  44.60 Torr
15.709 g of 2-pentanal ( 88.148 g/mol) are disolved in 150.0 g of ethanol (150.000 g/mol; p<sup>o</sup> =  44.6 Torr) What is the vapor pressure of ethanol over the solution?,  42.29 Torr,   2.31 Torr,  21.14 Torr, 159.49 Torr,  44.60 Torr
12.924 g of napthalene (128.171 g/mol) are disolved in 150.0 g of methyl acetate (150.000 g/mol; p<sup>o</sup> = 170.0 Torr) What is the vapor pressure of methyl acetate over the solution?, 161.94 Torr,   8.06 Torr,  80.97 Torr, 279.14 Torr, 170.00 Torr
12.385 g of biphenyl (154.210 g/mol) are disolved in 450.0 g of methyl acetate (450.000 g/mol; p<sup>o</sup> = 170.0 Torr) What is the vapor pressure of methyl acetate over the solution?, 167.78 Torr,   2.22 Torr,  83.89 Torr, 284.98 Torr, 170.00 Torr
16.264 g of anthracene (178.230 g/mol) are disolved in 450.0 g of methyl acetate (450.000 g/mol; p<sup>o</sup> = 170.0 Torr) What is the vapor pressure of methyl acetate over the solution?, 167.48 Torr,   2.52 Torr,  83.74 Torr, 284.68 Torr, 170.00 Torr
13.734 g of benzophenone (182.217 g/mol) are disolved in 300.0 g of methyl acetate (300.000 g/mol; p<sup>o</sup> = 170.0 Torr) What is the vapor pressure of methyl acetate over the solution?, 166.89 Torr,   3.11 Torr,  83.45 Torr, 284.09 Torr, 170.00 Torr
17.971 g of bromobenzene (157.010 g/mol) are disolved in 600.0 g of methyl acetate (600.000 g/mol; p<sup>o</sup> = 170.0 Torr) What is the vapor pressure of methyl acetate over the solution?, 167.63 Torr,   2.37 Torr,  83.82 Torr, 284.83 Torr, 170.00 Torr
15.191 g of toluene ( 92.140 g/mol) are disolved in 600.0 g of methyl acetate (600.000 g/mol; p<sup>o</sup> = 170.0 Torr) What is the vapor pressure of methyl acetate over the solution?, 166.61 Torr,   3.39 Torr,  83.30 Torr, 283.81 Torr, 170.00 Torr
17.968 g of xylene (106.160 g/mol) are disolved in 150.0 g of methyl acetate (150.000 g/mol; p<sup>o</sup> = 170.0 Torr) What is the vapor pressure of methyl acetate over the solution?, 156.89 Torr,  13.11 Torr,  78.44 Torr, 274.09 Torr, 170.00 Torr
17.077 g of acetone ( 58.080 g/mol) are disolved in 450.0 g of methyl acetate (450.000 g/mol; p<sup>o</sup> = 170.0 Torr) What is the vapor pressure of methyl acetate over the solution?, 162.15 Torr,   7.85 Torr,  81.08 Torr, 279.35 Torr, 170.00 Torr
12.125 g of 3-penanone ( 86.130 g/mol) are disolved in 300.0 g of methyl acetate (300.000 g/mol; p<sup>o</sup> = 170.0 Torr) What is the vapor pressure of methyl acetate over the solution?, 164.29 Torr,   5.71 Torr,  82.15 Torr, 281.49 Torr, 170.00 Torr
15.216 g of 2-pentanal ( 88.148 g/mol) are disolved in 300.0 g of methyl acetate (300.000 g/mol; p<sup>o</sup> = 170.0 Torr) What is the vapor pressure of methyl acetate over the solution?, 163.05 Torr,   6.95 Torr,  81.53 Torr, 280.25 Torr, 170.00 Torr
19.883 g of napthalene (128.171 g/mol) are disolved in 600.0 g of ethyl acetate (600.000 g/mol; p<sup>o</sup> =  76.0 Torr) What is the vapor pressure of ethyl acetate over the solution?,  74.31 Torr,   1.69 Torr,  37.15 Torr, 191.51 Torr,  76.00 Torr
17.569 g of biphenyl (154.210 g/mol) are disolved in 300.0 g of ethyl acetate (300.000 g/mol; p<sup>o</sup> =  76.0 Torr) What is the vapor pressure of ethyl acetate over the solution?,  73.54 Torr,   2.46 Torr,  36.77 Torr, 190.74 Torr,  76.00 Torr
17.876 g of anthracene (178.230 g/mol) are disolved in 300.0 g of ethyl acetate (300.000 g/mol; p<sup>o</sup> =  76.0 Torr) What is the vapor pressure of ethyl acetate over the solution?,  73.83 Torr,   2.17 Torr,  36.91 Torr, 191.03 Torr,  76.00 Torr
14.853 g of benzophenone (182.217 g/mol) are disolved in 300.0 g of ethyl acetate (300.000 g/mol; p<sup>o</sup> =  76.0 Torr) What is the vapor pressure of ethyl acetate over the solution?,  74.22 Torr,   1.78 Torr,  37.11 Torr, 191.42 Torr,  76.00 Torr
19.560 g of bromobenzene (157.010 g/mol) are disolved in 150.0 g of ethyl acetate (150.000 g/mol; p<sup>o</sup> =  76.0 Torr) What is the vapor pressure of ethyl acetate over the solution?,  70.82 Torr,   5.18 Torr,  35.41 Torr, 188.02 Torr,  76.00 Torr
17.168 g of toluene ( 92.140 g/mol) are disolved in 300.0 g of ethyl acetate (300.000 g/mol; p<sup>o</sup> =  76.0 Torr) What is the vapor pressure of ethyl acetate over the solution?,  72.06 Torr,   3.94 Torr,  36.03 Torr, 189.26 Torr,  76.00 Torr
12.835 g of xylene (106.160 g/mol) are disolved in 150.0 g of ethyl acetate (150.000 g/mol; p<sup>o</sup> =  76.0 Torr) What is the vapor pressure of ethyl acetate over the solution?,  70.96 Torr,   5.04 Torr,  35.48 Torr, 188.16 Torr,  76.00 Torr
12.621 g of acetone ( 58.080 g/mol) are disolved in 300.0 g of ethyl acetate (300.000 g/mol; p<sup>o</sup> =  76.0 Torr) What is the vapor pressure of ethyl acetate over the solution?,  71.44 Torr,   4.56 Torr,  35.72 Torr, 188.64 Torr,  76.00 Torr
19.674 g of 3-penanone ( 86.130 g/mol) are disolved in 450.0 g of ethyl acetate (450.000 g/mol; p<sup>o</sup> =  76.0 Torr) What is the vapor pressure of ethyl acetate over the solution?,  72.75 Torr,   3.25 Torr,  36.37 Torr, 189.95 Torr,  76.00 Torr
15.955 g of 2-pentanal ( 88.148 g/mol) are disolved in 600.0 g of ethyl acetate (600.000 g/mol; p<sup>o</sup> =  76.0 Torr) What is the vapor pressure of ethyl acetate over the solution?,  74.03 Torr,   1.97 Torr,  37.02 Torr, 191.23 Torr,  76.00 Torr
13.742 g of napthalene (128.171 g/mol) are disolved in 300.0 g of methyl ethyl ketone (300.000 g/mol; p<sup>o</sup> =  78.0 Torr) What is the vapor pressure of methyl ethyl ketone over the solution?,  76.04 Torr,   1.96 Torr,  38.02 Torr, 193.24 Torr,  78.00 Torr
15.167 g of biphenyl (154.210 g/mol) are disolved in 300.0 g of methyl ethyl ketone (300.000 g/mol; p<sup>o</sup> =  78.0 Torr) What is the vapor pressure of methyl ethyl ketone over the solution?,  76.20 Torr,   1.80 Torr,  38.10 Torr, 193.40 Torr,  78.00 Torr
16.027 g of anthracene (178.230 g/mol) are disolved in 150.0 g of methyl ethyl ketone (150.000 g/mol; p<sup>o</sup> =  78.0 Torr) What is the vapor pressure of methyl ethyl ketone over the solution?,  74.77 Torr,   3.23 Torr,  37.38 Torr, 191.97 Torr,  78.00 Torr
16.138 g of benzophenone (182.217 g/mol) are disolved in 600.0 g of methyl ethyl ketone (600.000 g/mol; p<sup>o</sup> =  78.0 Torr) What is the vapor pressure of methyl ethyl ketone over the solution?,  77.18 Torr,   0.82 Torr,  38.59 Torr, 194.38 Torr,  78.00 Torr
16.460 g of bromobenzene (157.010 g/mol) are disolved in 600.0 g of methyl ethyl ketone (600.000 g/mol; p<sup>o</sup> =  78.0 Torr) What is the vapor pressure of methyl ethyl ketone over the solution?,  77.03 Torr,   0.97 Torr,  38.51 Torr, 194.23 Torr,  78.00 Torr
17.258 g of toluene ( 92.140 g/mol) are disolved in 300.0 g of methyl ethyl ketone (300.000 g/mol; p<sup>o</sup> =  78.0 Torr) What is the vapor pressure of methyl ethyl ketone over the solution?,  74.64 Torr,   3.36 Torr,  37.32 Torr, 191.84 Torr,  78.00 Torr
17.544 g of xylene (106.160 g/mol) are disolved in 150.0 g of methyl ethyl ketone (150.000 g/mol; p<sup>o</sup> =  78.0 Torr) What is the vapor pressure of methyl ethyl ketone over the solution?,  72.26 Torr,   5.74 Torr,  36.13 Torr, 189.46 Torr,  78.00 Torr
18.049 g of acetone ( 58.080 g/mol) are disolved in 450.0 g of methyl ethyl ketone (450.000 g/mol; p<sup>o</sup> =  78.0 Torr) What is the vapor pressure of methyl ethyl ketone over the solution?,  74.30 Torr,   3.70 Torr,  37.15 Torr, 191.50 Torr,  78.00 Torr
15.977 g of 3-penanone ( 86.130 g/mol) are disolved in 150.0 g of methyl ethyl ketone (150.000 g/mol; p<sup>o</sup> =  78.0 Torr) What is the vapor pressure of methyl ethyl ketone over the solution?,  71.61 Torr,   6.39 Torr,  35.81 Torr, 188.81 Torr,  78.00 Torr
13.790 g of 2-pentanal ( 88.148 g/mol) are disolved in 300.0 g of methyl ethyl ketone (300.000 g/mol; p<sup>o</sup> =  78.0 Torr) What is the vapor pressure of methyl ethyl ketone over the solution?,  75.17 Torr,   2.83 Torr,  37.59 Torr, 192.37 Torr,  78.00 Torr
18.276 g of napthalene (128.171 g/mol) are disolved in 150.0 g of tetrahydrofuran (150.000 g/mol; p<sup>o</sup> = 143.0 Torr) What is the vapor pressure of tetrahydrofuran over the solution?, 133.83 Torr,   9.17 Torr,  66.91 Torr, 251.03 Torr, 143.00 Torr
16.144 g of biphenyl (154.210 g/mol) are disolved in 600.0 g of tetrahydrofuran (600.000 g/mol; p<sup>o</sup> = 143.0 Torr) What is the vapor pressure of tetrahydrofuran over the solution?, 141.22 Torr,   1.78 Torr,  70.61 Torr, 258.42 Torr, 143.00 Torr
18.405 g of anthracene (178.230 g/mol) are disolved in 300.0 g of tetrahydrofuran (300.000 g/mol; p<sup>o</sup> = 143.0 Torr) What is the vapor pressure of tetrahydrofuran over the solution?, 139.54 Torr,   3.46 Torr,  69.77 Torr, 256.74 Torr, 143.00 Torr
19.782 g of benzophenone (182.217 g/mol) are disolved in 600.0 g of tetrahydrofuran (600.000 g/mol; p<sup>o</sup> = 143.0 Torr) What is the vapor pressure of tetrahydrofuran over the solution?, 141.16 Torr,   1.84 Torr,  70.58 Torr, 258.36 Torr, 143.00 Torr
17.399 g of bromobenzene (157.010 g/mol) are disolved in 600.0 g of tetrahydrofuran (600.000 g/mol; p<sup>o</sup> = 143.0 Torr) What is the vapor pressure of tetrahydrofuran over the solution?, 141.12 Torr,   1.88 Torr,  70.56 Torr, 258.32 Torr, 143.00 Torr
19.006 g of toluene ( 92.140 g/mol) are disolved in 300.0 g of tetrahydrofuran (300.000 g/mol; p<sup>o</sup> = 143.0 Torr) What is the vapor pressure of tetrahydrofuran over the solution?, 136.24 Torr,   6.76 Torr,  68.12 Torr, 253.44 Torr, 143.00 Torr
12.985 g of xylene (106.160 g/mol) are disolved in 600.0 g of tetrahydrofuran (600.000 g/mol; p<sup>o</sup> = 143.0 Torr) What is the vapor pressure of tetrahydrofuran over the solution?, 140.93 Torr,   2.07 Torr,  70.46 Torr, 258.13 Torr, 143.00 Torr
18.378 g of acetone ( 58.080 g/mol) are disolved in 450.0 g of tetrahydrofuran (450.000 g/mol; p<sup>o</sup> = 143.0 Torr) What is the vapor pressure of tetrahydrofuran over the solution?, 136.10 Torr,   6.90 Torr,  68.05 Torr, 253.30 Torr, 143.00 Torr
15.213 g of 3-penanone ( 86.130 g/mol) are disolved in 150.0 g of tetrahydrofuran (150.000 g/mol; p<sup>o</sup> = 143.0 Torr) What is the vapor pressure of tetrahydrofuran over the solution?, 131.81 Torr,  11.19 Torr,  65.90 Torr, 249.01 Torr, 143.00 Torr
13.342 g of 2-pentanal ( 88.148 g/mol) are disolved in 150.0 g of tetrahydrofuran (150.000 g/mol; p<sup>o</sup> = 143.0 Torr) What is the vapor pressure of tetrahydrofuran over the solution?, 133.30 Torr,   9.70 Torr,  66.65 Torr, 250.50 Torr, 143.00 Torr
