How much energy is required to vaporize 0.753 mol of water (&Delta;H<sub>vap</sub> = 40.70 kJ/mol)?, 30.64 kJ,  4.53 kJ, 35.17 kJ, 40.70 kJ,  6.02 kJ
How much energy is required to melt 0.753 mol of water (&Delta;H<sub>fus</sub> =  6.02 kJ/mol)?,  4.53 kJ, 30.64 kJ, 35.17 kJ, 40.70 kJ,  6.02 kJ
How much energy is required to sublime 0.753 mol of water (&Delta;H<sub>sub</sub> = 46.72 kJ/mol)?, 35.17 kJ, 30.64 kJ,  4.53 kJ, 40.70 kJ,  6.02 kJ
It takes 30.64 kJ to vaporize a sample of water. How many moles are in the sample? (&Delta;H<sub>vap</sub> = 40.70 kJ/mol),  0.753 mol,  1.129 mol,  0.196 mol, 10.310 mol,  1.525 mol
It takes  4.53 kJ to melt a sample of water. How many moles are in the sample? (&Delta;H<sub>fus</sub> =  6.02 kJ/mol),  0.753 mol,  1.129 mol,  0.196 mol, 10.310 mol,  1.525 mol
It takes 35.17 kJ to sublime a sample of water. How many moles are in the sample? (&Delta;H<sub>sub</sub> = 46.72 kJ/mol),  0.753 mol,  1.129 mol,  0.196 mol, 10.310 mol,  1.525 mol
It takes 30.64 kJ to vaporize 0.753 mol a sample of water. What is the value of &Delta;H<sub>vap</sub> for the substance?, 40.70 kJ/mol,  6.02 kJ/mol, 46.72 kJ/mol, 23.36 kJ/mol, 30.53 kJ/mol
It takes  4.53 kJ to melt 0.753 mol a sample of water. What is the value of &Delta;H<sub>fus</sub> for the substance?,  6.02 kJ/mol, 40.70 kJ/mol, 46.72 kJ/mol, 23.36 kJ/mol,  7.52 kJ/mol
It takes 35.17 kJ to sublime 0.753 mol a sample of water. What is the value of &Delta;H<sub>sub</sub> for the substance?, 46.72 kJ/mol,  6.02 kJ/mol, 40.70 kJ/mol, 23.36 kJ/mol, 25.70 kJ/mol
How much energy is required to vaporize 0.667 mol of isopropyl alcohol (&Delta;H<sub>vap</sub> = 39.90 kJ/mol)?, 26.60 kJ,  3.58 kJ, 30.18 kJ, 39.90 kJ,  5.37 kJ
How much energy is required to melt 0.667 mol of isopropyl alcohol (&Delta;H<sub>fus</sub> =  5.37 kJ/mol)?,  3.58 kJ, 26.60 kJ, 30.18 kJ, 39.90 kJ,  5.37 kJ
How much energy is required to sublime 0.667 mol of isopropyl alcohol (&Delta;H<sub>sub</sub> = 45.27 kJ/mol)?, 30.18 kJ, 26.60 kJ,  3.58 kJ, 39.90 kJ,  5.37 kJ
It takes 26.60 kJ to vaporize a sample of isopropyl alcohol. How many moles are in the sample? (&Delta;H<sub>vap</sub> = 39.90 kJ/mol),  0.667 mol,  1.000 mol,  0.202 mol, 12.644 mol,  1.702 mol
It takes  3.58 kJ to melt a sample of isopropyl alcohol. How many moles are in the sample? (&Delta;H<sub>fus</sub> =  5.37 kJ/mol),  0.667 mol,  1.000 mol,  0.202 mol, 12.644 mol,  1.702 mol
It takes 30.18 kJ to sublime a sample of isopropyl alcohol. How many moles are in the sample? (&Delta;H<sub>sub</sub> = 45.27 kJ/mol),  0.667 mol,  1.000 mol,  0.202 mol, 12.644 mol,  1.702 mol
It takes 26.60 kJ to vaporize 0.667 mol a sample of isopropyl alcohol. What is the value of &Delta;H<sub>vap</sub> for the substance?, 39.90 kJ/mol,  5.37 kJ/mol, 45.27 kJ/mol, 22.64 kJ/mol, 29.93 kJ/mol
It takes  3.58 kJ to melt 0.667 mol a sample of isopropyl alcohol. What is the value of &Delta;H<sub>fus</sub> for the substance?,  5.37 kJ/mol, 39.90 kJ/mol, 45.27 kJ/mol, 22.64 kJ/mol,  6.71 kJ/mol
It takes 30.18 kJ to sublime 0.667 mol a sample of isopropyl alcohol. What is the value of &Delta;H<sub>sub</sub> for the substance?, 45.27 kJ/mol,  5.37 kJ/mol, 39.90 kJ/mol, 22.64 kJ/mol, 24.90 kJ/mol
How much energy is required to vaporize 0.690 mol of acetone (&Delta;H<sub>vap</sub> = 29.10 kJ/mol)?, 20.07 kJ,  3.92 kJ, 24.00 kJ, 29.10 kJ,  5.69 kJ
How much energy is required to melt 0.690 mol of acetone (&Delta;H<sub>fus</sub> =  5.69 kJ/mol)?,  3.92 kJ, 20.07 kJ, 24.00 kJ, 29.10 kJ,  5.69 kJ
How much energy is required to sublime 0.690 mol of acetone (&Delta;H<sub>sub</sub> = 34.79 kJ/mol)?, 24.00 kJ, 20.07 kJ,  3.92 kJ, 29.10 kJ,  5.69 kJ
It takes 20.07 kJ to vaporize a sample of acetone. How many moles are in the sample? (&Delta;H<sub>vap</sub> = 29.10 kJ/mol),  0.690 mol,  1.035 mol,  0.283 mol,  8.864 mol,  1.733 mol
It takes  3.92 kJ to melt a sample of acetone. How many moles are in the sample? (&Delta;H<sub>fus</sub> =  5.69 kJ/mol),  0.690 mol,  1.035 mol,  0.283 mol,  8.864 mol,  1.733 mol
It takes 24.00 kJ to sublime a sample of acetone. How many moles are in the sample? (&Delta;H<sub>sub</sub> = 34.79 kJ/mol),  0.690 mol,  1.035 mol,  0.283 mol,  8.864 mol,  1.733 mol
It takes 20.07 kJ to vaporize 0.690 mol a sample of acetone. What is the value of &Delta;H<sub>vap</sub> for the substance?, 29.10 kJ/mol,  5.69 kJ/mol, 34.79 kJ/mol, 17.40 kJ/mol, 21.83 kJ/mol
It takes  3.92 kJ to melt 0.690 mol a sample of acetone. What is the value of &Delta;H<sub>fus</sub> for the substance?,  5.69 kJ/mol, 29.10 kJ/mol, 34.79 kJ/mol, 17.40 kJ/mol,  7.11 kJ/mol
It takes 24.00 kJ to sublime 0.690 mol a sample of acetone. What is the value of &Delta;H<sub>sub</sub> for the substance?, 34.79 kJ/mol,  5.69 kJ/mol, 29.10 kJ/mol, 17.40 kJ/mol, 19.13 kJ/mol
How much energy is required to vaporize 0.545 mol of diethyl ether (&Delta;H<sub>vap</sub> = 26.50 kJ/mol)?, 14.44 kJ,  3.96 kJ, 18.40 kJ, 26.50 kJ,  7.27 kJ
How much energy is required to melt 0.545 mol of diethyl ether (&Delta;H<sub>fus</sub> =  7.27 kJ/mol)?,  3.96 kJ, 14.44 kJ, 18.40 kJ, 26.50 kJ,  7.27 kJ
How much energy is required to sublime 0.545 mol of diethyl ether (&Delta;H<sub>sub</sub> = 33.77 kJ/mol)?, 18.40 kJ, 14.44 kJ,  3.96 kJ, 26.50 kJ,  7.27 kJ
It takes 14.44 kJ to vaporize a sample of diethyl ether. How many moles are in the sample? (&Delta;H<sub>vap</sub> = 26.50 kJ/mol),  0.545 mol,  0.817 mol,  0.504 mol,  8.527 mol,  2.339 mol
It takes  3.96 kJ to melt a sample of diethyl ether. How many moles are in the sample? (&Delta;H<sub>fus</sub> =  7.27 kJ/mol),  0.545 mol,  0.817 mol,  0.504 mol,  8.527 mol,  2.339 mol
It takes 18.40 kJ to sublime a sample of diethyl ether. How many moles are in the sample? (&Delta;H<sub>sub</sub> = 33.77 kJ/mol),  0.545 mol,  0.817 mol,  0.504 mol,  8.527 mol,  2.339 mol
It takes 14.44 kJ to vaporize 0.545 mol a sample of diethyl ether. What is the value of &Delta;H<sub>vap</sub> for the substance?, 26.50 kJ/mol,  7.27 kJ/mol, 33.77 kJ/mol, 16.89 kJ/mol, 19.88 kJ/mol
It takes  3.96 kJ to melt 0.545 mol a sample of diethyl ether. What is the value of &Delta;H<sub>fus</sub> for the substance?,  7.27 kJ/mol, 26.50 kJ/mol, 33.77 kJ/mol, 16.89 kJ/mol,  9.09 kJ/mol
It takes 18.40 kJ to sublime 0.545 mol a sample of diethyl ether. What is the value of &Delta;H<sub>sub</sub> for the substance?, 33.77 kJ/mol,  7.27 kJ/mol, 26.50 kJ/mol, 16.89 kJ/mol, 18.57 kJ/mol
How much energy is required to vaporize 0.551 mol of ammonia (&Delta;H<sub>vap</sub> = 23.40 kJ/mol)?, 12.89 kJ,  3.11 kJ, 16.01 kJ, 23.40 kJ,  5.65 kJ
How much energy is required to melt 0.551 mol of ammonia (&Delta;H<sub>fus</sub> =  5.65 kJ/mol)?,  3.11 kJ, 12.89 kJ, 16.01 kJ, 23.40 kJ,  5.65 kJ
How much energy is required to sublime 0.551 mol of ammonia (&Delta;H<sub>sub</sub> = 29.05 kJ/mol)?, 16.01 kJ, 12.89 kJ,  3.11 kJ, 23.40 kJ,  5.65 kJ
It takes 12.89 kJ to vaporize a sample of ammonia. How many moles are in the sample? (&Delta;H<sub>vap</sub> = 23.40 kJ/mol),  0.551 mol,  0.826 mol,  0.438 mol,  9.332 mol,  2.253 mol
It takes  3.11 kJ to melt a sample of ammonia. How many moles are in the sample? (&Delta;H<sub>fus</sub> =  5.65 kJ/mol),  0.551 mol,  0.826 mol,  0.438 mol,  9.332 mol,  2.253 mol
It takes 16.01 kJ to sublime a sample of ammonia. How many moles are in the sample? (&Delta;H<sub>sub</sub> = 29.05 kJ/mol),  0.551 mol,  0.826 mol,  0.438 mol,  9.332 mol,  2.253 mol
It takes 12.89 kJ to vaporize 0.551 mol a sample of ammonia. What is the value of &Delta;H<sub>vap</sub> for the substance?, 23.40 kJ/mol,  5.65 kJ/mol, 29.05 kJ/mol, 14.53 kJ/mol, 17.55 kJ/mol
It takes  3.11 kJ to melt 0.551 mol a sample of ammonia. What is the value of &Delta;H<sub>fus</sub> for the substance?,  5.65 kJ/mol, 23.40 kJ/mol, 29.05 kJ/mol, 14.53 kJ/mol,  7.06 kJ/mol
It takes 16.01 kJ to sublime 0.551 mol a sample of ammonia. What is the value of &Delta;H<sub>sub</sub> for the substance?, 29.05 kJ/mol,  5.65 kJ/mol, 23.40 kJ/mol, 14.53 kJ/mol, 15.98 kJ/mol
How much energy is required to vaporize 0.787 mol of benzene (&Delta;H<sub>vap</sub> = 30.60 kJ/mol)?, 24.09 kJ,  8.34 kJ, 32.43 kJ, 30.60 kJ, 10.59 kJ
How much energy is required to melt 0.787 mol of benzene (&Delta;H<sub>fus</sub> = 10.59 kJ/mol)?,  8.34 kJ, 24.09 kJ, 32.43 kJ, 30.60 kJ, 10.59 kJ
How much energy is required to sublime 0.787 mol of benzene (&Delta;H<sub>sub</sub> = 41.19 kJ/mol)?, 32.43 kJ, 24.09 kJ,  8.34 kJ, 30.60 kJ, 10.59 kJ
It takes 24.09 kJ to vaporize a sample of benzene. How many moles are in the sample? (&Delta;H<sub>vap</sub> = 30.60 kJ/mol),  0.787 mol,  1.181 mol,  0.440 mol,  4.940 mol,  1.710 mol
It takes  8.34 kJ to melt a sample of benzene. How many moles are in the sample? (&Delta;H<sub>fus</sub> = 10.59 kJ/mol),  0.787 mol,  1.181 mol,  0.440 mol,  4.940 mol,  1.710 mol
It takes 32.43 kJ to sublime a sample of benzene. How many moles are in the sample? (&Delta;H<sub>sub</sub> = 41.19 kJ/mol),  0.787 mol,  1.181 mol,  0.440 mol,  4.940 mol,  1.710 mol
It takes 24.09 kJ to vaporize 0.787 mol a sample of benzene. What is the value of &Delta;H<sub>vap</sub> for the substance?, 30.60 kJ/mol, 10.59 kJ/mol, 41.19 kJ/mol, 20.60 kJ/mol, 22.95 kJ/mol
It takes  8.34 kJ to melt 0.787 mol a sample of benzene. What is the value of &Delta;H<sub>fus</sub> for the substance?, 10.59 kJ/mol, 30.60 kJ/mol, 41.19 kJ/mol, 20.60 kJ/mol, 13.24 kJ/mol
It takes 32.43 kJ to sublime 0.787 mol a sample of benzene. What is the value of &Delta;H<sub>sub</sub> for the substance?, 41.19 kJ/mol, 10.59 kJ/mol, 30.60 kJ/mol, 20.60 kJ/mol, 22.65 kJ/mol
How much energy is required to vaporize 0.407 mol of methanol (&Delta;H<sub>vap</sub> = 35.30 kJ/mol)?, 14.37 kJ,  1.29 kJ, 15.65 kJ, 35.30 kJ,  3.16 kJ
How much energy is required to melt 0.407 mol of methanol (&Delta;H<sub>fus</sub> =  3.16 kJ/mol)?,  1.29 kJ, 14.37 kJ, 15.65 kJ, 35.30 kJ,  3.16 kJ
How much energy is required to sublime 0.407 mol of methanol (&Delta;H<sub>sub</sub> = 38.46 kJ/mol)?, 15.65 kJ, 14.37 kJ,  1.29 kJ, 35.30 kJ,  3.16 kJ
It takes 14.37 kJ to vaporize a sample of methanol. How many moles are in the sample? (&Delta;H<sub>vap</sub> = 35.30 kJ/mol),  0.407 mol,  0.611 mol,  0.220 mol, 29.903 mol,  2.677 mol
It takes  1.29 kJ to melt a sample of methanol. How many moles are in the sample? (&Delta;H<sub>fus</sub> =  3.16 kJ/mol),  0.407 mol,  0.611 mol,  0.220 mol, 29.903 mol,  2.677 mol
It takes 15.65 kJ to sublime a sample of methanol. How many moles are in the sample? (&Delta;H<sub>sub</sub> = 38.46 kJ/mol),  0.407 mol,  0.611 mol,  0.220 mol, 29.903 mol,  2.677 mol
It takes 14.37 kJ to vaporize 0.407 mol a sample of methanol. What is the value of &Delta;H<sub>vap</sub> for the substance?, 35.30 kJ/mol,  3.16 kJ/mol, 38.46 kJ/mol, 19.23 kJ/mol, 26.48 kJ/mol
It takes  1.29 kJ to melt 0.407 mol a sample of methanol. What is the value of &Delta;H<sub>fus</sub> for the substance?,  3.16 kJ/mol, 35.30 kJ/mol, 38.46 kJ/mol, 19.23 kJ/mol,  3.95 kJ/mol
It takes 15.65 kJ to sublime 0.407 mol a sample of methanol. What is the value of &Delta;H<sub>sub</sub> for the substance?, 38.46 kJ/mol,  3.16 kJ/mol, 35.30 kJ/mol, 19.23 kJ/mol, 21.15 kJ/mol
How much energy is required to vaporize 0.780 mol of mercury (&Delta;H<sub>vap</sub> = 59.30 kJ/mol)?, 46.28 kJ,  1.79 kJ, 48.06 kJ, 59.30 kJ,  2.29 kJ
How much energy is required to melt 0.780 mol of mercury (&Delta;H<sub>fus</sub> =  2.29 kJ/mol)?,  1.79 kJ, 46.28 kJ, 48.06 kJ, 59.30 kJ,  2.29 kJ
How much energy is required to sublime 0.780 mol of mercury (&Delta;H<sub>sub</sub> = 61.59 kJ/mol)?, 48.06 kJ, 46.28 kJ,  1.79 kJ, 59.30 kJ,  2.29 kJ
It takes 46.28 kJ to vaporize a sample of mercury. How many moles are in the sample? (&Delta;H<sub>vap</sub> = 59.30 kJ/mol),  0.780 mol,  1.171 mol,  0.050 mol, 34.436 mol,  1.331 mol
It takes  1.79 kJ to melt a sample of mercury. How many moles are in the sample? (&Delta;H<sub>fus</sub> =  2.29 kJ/mol),  0.780 mol,  1.171 mol,  0.050 mol, 34.436 mol,  1.331 mol
It takes 48.06 kJ to sublime a sample of mercury. How many moles are in the sample? (&Delta;H<sub>sub</sub> = 61.59 kJ/mol),  0.780 mol,  1.171 mol,  0.050 mol, 34.436 mol,  1.331 mol
It takes 46.28 kJ to vaporize 0.780 mol a sample of mercury. What is the value of &Delta;H<sub>vap</sub> for the substance?, 59.30 kJ/mol,  2.29 kJ/mol, 61.59 kJ/mol, 30.80 kJ/mol, 44.47 kJ/mol
It takes  1.79 kJ to melt 0.780 mol a sample of mercury. What is the value of &Delta;H<sub>fus</sub> for the substance?,  2.29 kJ/mol, 59.30 kJ/mol, 61.59 kJ/mol, 30.80 kJ/mol,  2.87 kJ/mol
It takes 48.06 kJ to sublime 0.780 mol a sample of mercury. What is the value of &Delta;H<sub>sub</sub> for the substance?, 61.59 kJ/mol,  2.29 kJ/mol, 59.30 kJ/mol, 30.80 kJ/mol, 33.88 kJ/mol
How much energy is required to vaporize 0.807 mol of methane (&Delta;H<sub>vap</sub> =  8.20 kJ/mol)?,  6.62 kJ,  0.76 kJ,  7.38 kJ,  8.20 kJ,  0.94 kJ
How much energy is required to melt 0.807 mol of methane (&Delta;H<sub>fus</sub> =  0.94 kJ/mol)?,  0.76 kJ,  6.62 kJ,  7.38 kJ,  8.20 kJ,  0.94 kJ
How much energy is required to sublime 0.807 mol of methane (&Delta;H<sub>sub</sub> =  9.14 kJ/mol)?,  7.38 kJ,  6.62 kJ,  0.76 kJ,  8.20 kJ,  0.94 kJ
It takes  6.62 kJ to vaporize a sample of methane. How many moles are in the sample? (&Delta;H<sub>vap</sub> =  8.20 kJ/mol),  0.807 mol,  1.211 mol,  0.142 mol, 12.045 mol,  1.381 mol
It takes  0.76 kJ to melt a sample of methane. How many moles are in the sample? (&Delta;H<sub>fus</sub> =  0.94 kJ/mol),  0.807 mol,  1.211 mol,  0.142 mol, 12.045 mol,  1.381 mol
It takes  7.38 kJ to sublime a sample of methane. How many moles are in the sample? (&Delta;H<sub>sub</sub> =  9.14 kJ/mol),  0.807 mol,  1.211 mol,  0.142 mol, 12.045 mol,  1.381 mol
It takes  6.62 kJ to vaporize 0.807 mol a sample of methane. What is the value of &Delta;H<sub>vap</sub> for the substance?,  8.20 kJ/mol,  0.94 kJ/mol,  9.14 kJ/mol,  4.57 kJ/mol,  6.15 kJ/mol
It takes  0.76 kJ to melt 0.807 mol a sample of methane. What is the value of &Delta;H<sub>fus</sub> for the substance?,  0.94 kJ/mol,  8.20 kJ/mol,  9.14 kJ/mol,  4.57 kJ/mol,  1.18 kJ/mol
It takes  7.38 kJ to sublime 0.807 mol a sample of methane. What is the value of &Delta;H<sub>sub</sub> for the substance?,  9.14 kJ/mol,  0.94 kJ/mol,  8.20 kJ/mol,  4.57 kJ/mol,  5.03 kJ/mol
How much energy is required to vaporize 0.755 mol of ethanol (&Delta;H<sub>vap</sub> = 43.50 kJ/mol)?, 32.82 kJ,  3.47 kJ, 36.29 kJ, 43.50 kJ,  4.60 kJ
How much energy is required to melt 0.755 mol of ethanol (&Delta;H<sub>fus</sub> =  4.60 kJ/mol)?,  3.47 kJ, 32.82 kJ, 36.29 kJ, 43.50 kJ,  4.60 kJ
How much energy is required to sublime 0.755 mol of ethanol (&Delta;H<sub>sub</sub> = 48.10 kJ/mol)?, 36.29 kJ, 32.82 kJ,  3.47 kJ, 43.50 kJ,  4.60 kJ
It takes 32.82 kJ to vaporize a sample of ethanol. How many moles are in the sample? (&Delta;H<sub>vap</sub> = 43.50 kJ/mol),  0.755 mol,  1.132 mol,  0.140 mol, 13.859 mol,  1.465 mol
It takes  3.47 kJ to melt a sample of ethanol. How many moles are in the sample? (&Delta;H<sub>fus</sub> =  4.60 kJ/mol),  0.755 mol,  1.132 mol,  0.140 mol, 13.859 mol,  1.465 mol
It takes 36.29 kJ to sublime a sample of ethanol. How many moles are in the sample? (&Delta;H<sub>sub</sub> = 48.10 kJ/mol),  0.755 mol,  1.132 mol,  0.140 mol, 13.859 mol,  1.465 mol
It takes 32.82 kJ to vaporize 0.755 mol a sample of ethanol. What is the value of &Delta;H<sub>vap</sub> for the substance?, 43.50 kJ/mol,  4.60 kJ/mol, 48.10 kJ/mol, 24.05 kJ/mol, 32.63 kJ/mol
It takes  3.47 kJ to melt 0.755 mol a sample of ethanol. What is the value of &Delta;H<sub>fus</sub> for the substance?,  4.60 kJ/mol, 43.50 kJ/mol, 48.10 kJ/mol, 24.05 kJ/mol,  5.75 kJ/mol
It takes 36.29 kJ to sublime 0.755 mol a sample of ethanol. What is the value of &Delta;H<sub>sub</sub> for the substance?, 48.10 kJ/mol,  4.60 kJ/mol, 43.50 kJ/mol, 24.05 kJ/mol, 26.46 kJ/mol
